arm,block,seed,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber,distributionExtent
sep-cmaes-ipop,2,111002,621,635904,930.3261502583822,,38944185332.86068,3657592.9951736559,0.0038833326707446423
sep-cmaes-ipop,2,111002,645,660480,930.25205103556311,,46205952942.840126,11999894.734240945,0.0035899705401212984
sep-cmaes-ipop,2,111002,670,686080,930.22239430745446,,83840802346.120422,65864554.370428853,0.0045754887225104776
sep-cmaes-ipop,2,111002,695,711680,930.17053349812829,,158744990526.44171,164875824.91582617,0.0043572517129751012
sep-cmaes-ipop,2,111002,720,737280,930.1103731791178,,358660040793.71582,232198570.30087674,0.0049746380724811114
sep-cmaes-ipop,2,111002,745,762880,930.09597396850586,,560280967847.76758,389799350.75164831,0.004176213110911149
sep-cmaes-ipop,2,111002,769,787456,930.09509531656897,,791674315455.0918,325205914.78493047,0.0040682932616498508
sep-cmaes-ipop,2,111002,794,813056,930.09509531656897,,980123895929.51758,390401114.93815088,0.00353947169157148
sep-cmaes-ipop,2,111002,819,838656,930.09509531656897,,1796156581343.1211,520191017.76632416,0.0034833046206965337
sep-cmaes-ipop,2,111002,844,864256,930.09509531656897,,1747475749673.7065,1350362917.6234479,0.003444875654656062
sep-cmaes-ipop,2,111002,869,889856,930.09509531656897,,1715910939265.1353,1105117665.7185028,0.0026409951662685876
sep-cmaes-ipop,2,111002,893,914432,930.09509531656897,,1611597429614.6663,602171432.66870558,0.0023400011802379157
sep-cmaes-ipop,2,111002,918,940032,930.09509531656897,,1611713865620.8621,1345270450.7000647,0.0030057696736035802
sep-cmaes-ipop,2,111002,934,965632,930.09509531656897,,0.6590696571556387,15.974606910302565,0.93617478090454109
sep-cmaes-ipop,2,111002,947,992256,930.09509531656897,,1.1574732940037895,23.651247229329201,0.49789904024847131
sep-cmaes-ipop,2,111002,959,1016832,930.09509531656897,,1.7420804623028256,49.901579729871258,0.31873684496754784
sep-cmaes-ipop,2,111002,971,1041408,930.09509531656897,,3.0605755177504483,184.39065551262891,0.29770853505709916
sep-cmaes-ipop,2,111002,984,1068032,930.09509531656897,,5.3897226830719553,429.51200597803279,0.30119687651542054
sep-cmaes-ipop,2,111002,996,1092608,930.09509531656897,,6.9565899057036145,904.77257333753391,0.2912781540531571
sep-cmaes-ipop,2,111002,1009,1119232,930.09509531656897,,10.725859573937733,1905.4936412890893,0.32801470151996776
sep-cmaes-ipop,2,111002,1021,1143808,930.09509531656897,,18.841893034050837,1071.7845693145864,0.26045233890147146
sep-cmaes-ipop,2,111002,1034,1170432,930.09509531656897,,29.418296680033997,1632.5176436551451,0.26661202498476466
sep-cmaes-ipop,2,111002,1046,1195008,930.09509531656897,,49.336324156214872,2029.3442799070694,0.2680074077572358
sep-cmaes-ipop,2,111002,1058,1219584,930.09509531656897,,89.55619151499782,1756.7811045404362,0.26141683968760876
sep-cmaes-ipop,2,111002,1071,1246208,930.09509531656897,,170.1953424277381,2042.8417601742256,0.26664420881050327
sep-cmaes-ipop,2,111002,1083,1270784,930.09509531656897,,343.30670782147962,2442.0565332621745,0.28825405131052173
sep-cmaes-ipop,2,111002,1096,1297408,930.09509531656897,,655.07888253407418,3666.9749182436758,0.26526614210848265
sep-cmaes-ipop,2,111002,1108,1321984,930.09509531656897,,1154.7275949955149,5003.1097116077353,0.25513349594827744
sep-cmaes-ipop,2,111002,1120,1346560,930.09509531656897,,1713.3660428694009,7038.7278924401089,0.23397923702227161
sep-cmaes-ipop,2,111002,1133,1373184,930.09509531656897,,2965.0927591101004,19432.562650203356,0.24893300366093224
sep-cmaes-ipop,2,111002,1145,1397760,930.09509531656897,,7843.1916793172013,22236.856550545072,0.278886757507051
sep-cmaes-ipop,2,111002,1158,1424384,930.09509531656897,,21143.824720170152,7113.1873378855253,0.28706280684865176
sep-cmaes-ipop,2,111002,1170,1448960,930.09509531656897,,50467.050538022748,3672.2528111585425,0.26687583542900728
sep-cmaes-ipop,2,111002,1182,1473536,930.09509531656897,,92096.407272860612,4398.6770058254988,0.23980425446521364
sep-cmaes-ipop,2,111002,1195,1500160,930.09509531656897,,198641.29763478789,7131.9114611539499,0.2411230531970314
sep-cmaes-ipop,2,111002,1207,1524736,930.09509531656897,,445778.11221600696,9312.9266156883059,0.24694733094261931
sep-cmaes-ipop,2,111002,1220,1551360,930.09509531656897,,1005094.7548921452,15731.857623272756,0.24992836232895477
sep-cmaes-ipop,2,111002,1232,1575936,930.09509531656897,,2084482.8010982473,16355.401561156579,0.21546881386436587
sep-cmaes-ipop,2,111002,1244,1600512,930.09509531656897,,4705042.7117677322,19566.089652188366,0.20079625023208578
sep-cmaes-ipop,2,111002,1257,1627136,930.09509531656897,,10818758.662002083,8749.0095866383235,0.14130827262248624
sep-cmaes-ipop,2,111002,1269,1651712,930.09509531656897,,28172308.981284097,4421.6313970781212,0.10579838037823201
sep-cmaes-ipop,2,111002,1282,1678336,930.09509531656897,,62046083.436859101,3518.4716795612198,0.06613228102206703
sep-cmaes-ipop,2,111002,1294,1702912,930.09509531656897,,116979331.7245463,5551.9004204728553,0.055635773099809799
sep-cmaes-ipop,2,111002,1306,1727488,930.09509531656897,,215375827.12706032,7372.7906235610162,0.048337316840983385
sep-cmaes-ipop,2,111002,1319,1754112,930.09509531656897,,448879026.11058223,7069.9477759622941,0.039860385555607149
sep-cmaes-ipop,2,111002,1331,1778688,930.09509531656897,,849257392.744663,7637.4941626134359,0.030924412682025944
sep-cmaes-ipop,2,111002,1344,1805312,930.09509531656897,,1520882565.2623372,10697.893596778014,0.025869655253438727
sep-cmaes-ipop,2,111002,1356,1829888,930.09509531656897,,2717636345.0490141,12909.214014844301,0.024057178779427753
sep-cmaes-ipop,2,111002,1368,1854464,930.09509531656897,,3962817268.0996718,12563.771062071968,0.019760834741810722
sep-cmaes-ipop,2,111002,1381,1881088,930.09509531656897,,6564140848.6877232,17258.002395669322,0.019790582064263249
sep-cmaes-ipop,2,111002,1393,1905664,930.09509531656897,,10391388489.976665,25297.382195078859,0.02036941275954272
sep-cmaes-ipop,2,111002,1406,1932288,930.09509531656897,,12670846910.353138,36056.574732263645,0.016815383823180569
sep-cmaes-ipop,2,111002,1418,1956864,930.09509531656897,,16570334406.718777,52681.745296549605,0.017611951844379074
sep-cmaes-ipop,2,111002,1430,1981440,930.09509531656897,,21752630916.411068,33602.982601205673,0.015981115017108288
sep-cmaes-ipop,2,111002,1443,2008064,930.09509531656897,,33909958524.659138,21667.004791836811,0.01321348744895477
sep-cmaes-ipop,2,111002,1455,2032640,930.09509531656897,,47866770083.280655,32665.728421907283,0.013572880396132362
sep-cmaes-ipop,2,111002,1468,2059264,930.09509531656897,,80146279760.12793,36073.669497249874,0.011605493165428676
sep-cmaes-ipop,2,111002,1480,2083840,930.09509531656897,,146240942292.68948,28953.211776008695,0.010949610989718989
sep-cmaes-ipop,2,111002,1492,2108416,930.09509531656897,,261667885554.85095,36675.351909962235,0.01154723003565703
sep-cmaes-ipop,2,111002,1505,2135040,930.09509531656897,,387996692151.31854,42721.283868566119,0.011142361435069477
sep-cmaes-ipop,2,111002,1517,2159616,930.09509531656897,,640382077595.21594,59921.067056598979,0.010678867153246242
sep-cmaes-ipop,2,111002,1530,2186240,930.09509531656897,,1025493714765.2589,84014.972326045186,0.00953359903293945
sep-cmaes-ipop,2,111002,1542,2210816,930.09509531656897,,1897790717155.1548,90363.890932781942,0.010946262354889784
sep-cmaes-ipop,2,111002,1554,2235392,930.09509531656897,,2764607197468.8252,101848.65634885755,0.0089170052279145904
sep-cmaes-ipop,2,111002,1567,2262016,930.09509531656897,,4365159855797.9141,89353.904506763371,0.0077918150634441307
sep-cmaes-ipop,2,111002,1579,2286592,930.09509531656897,,5233871008118.6455,118887.06090996882,0.00698343453946609
sep-cmaes-ipop,2,111002,1592,2313216,930.09509531656897,,7130819587326.5293,175329.0934257296,0.007266487030073196
sep-cmaes-ipop,2,111002,1604,2337792,930.09509531656897,,9431012409795.9082,252991.93173052237,0.0072133575006260104
sep-cmaes-ipop,2,111002,1616,2362368,930.09509531656897,,15387210817438.227,343197.82634071691,0.0086282883044439471
sep-cmaes-ipop,2,111002,1629,2388992,930.09509531656897,,22240257749729.426,703260.93464689876,0.0072243435793875113
sep-cmaes-ipop,2,111002,1641,2413568,930.09509531656897,,28236742225668.691,2013200.6822087169,0.0067686162394762651
sep-cmaes-ipop,2,111002,1654,2440192,930.09509531656897,,34211740198987.113,5547619.7934949659,0.006585782844497283
sep-cmaes-ipop,2,111002,1666,2464768,930.09509531656897,,40739728262732.781,8166291.7181174653,0.0069477199359952446
sep-cmaes-ipop,2,111002,1678,2489344,930.09509531656897,,53711084771285.398,8189910.6894352455,0.0068155961361106056
sep-cmaes-ipop,2,111002,1691,2515968,930.09509531656897,,62360371772612.555,14858999.325360263,0.0062733034863184014
sep-cmaes-ipop,2,111002,1703,2540544,930.09509531656897,,64256845835863.43,83106426.83454065,0.0061436866321048743
sep-cmaes-ipop,2,111002,1716,2567168,930.09509531656897,,72832915768583.375,72593618.245822951,0.00600673623650292
sep-cmaes-ipop,2,111002,1728,2591744,930.09509531656897,,93809389532019.922,109713457.12383676,0.0066302413715494321
sep-cmaes-ipop,2,111002,1740,2616320,930.09509531656897,,130969105191826.75,101225638.93800521,0.0066434374879267028
sep-cmaes-ipop,2,111002,1753,2642944,930.09509531656897,,154744135775220.81,126796778.87027074,0.0063412896767464436
sep-cmaes-ipop,2,111002,1765,2667520,930.09509531656897,,206556006755994.12,707751619.05507064,0.0064839610910740657
sep-cmaes-ipop,2,111002,1778,2694144,930.09509531656897,,334454514605454.19,989034307.82527602,0.0072192555146463281
sep-cmaes-ipop,2,111002,1790,2718720,930.09509531656897,,405155724840899.56,1156290951.2382617,0.0060885878369976044
sep-cmaes-ipop,2,111002,1802,2743296,930.09509531656897,,650986802618848.25,1130730586.3733177,0.007350574769996252
sep-cmaes-ipop,2,111002,1815,2769920,930.09509531656897,,833800615615963.12,1354469613.7694936,0.0063639036797920609
sep-cmaes-ipop,2,111002,1827,2794496,930.09509531656897,,816601248105756.5,2105095832.0818076,0.0057858682487174767
sep-cmaes-ipop,2,111002,1840,2821120,930.09509531656897,,736272935946428.5,1845977229.0031571,0.0047499920572822299
sep-cmaes-ipop,2,111002,1852,2845696,930.09509531656897,,737718615051795,2132265981.0636222,0.0047800289703742328
sep-cmaes-ipop,2,111002,1864,2870272,930.09509531656897,,716591489257836,2771722758.7979579,0.0049265957492464207
sep-cmaes-ipop,2,111002,1877,2896896,930.09509531656897,,711588485971190.25,5539212047.1877565,0.0052338978160174823
sep-cmaes-ipop,2,111002,1889,2921472,930.09509531656897,,719330324689773.12,5142794360.208952,0.0047040669062498493
sep-cmaes-ipop,2,111002,1902,2948096,930.09509531656897,,763331866969076.75,8400734456.6052675,0.0053296022155399237
sep-cmaes-ipop,2,111002,1914,2972672,930.09509531656897,,749904178913442.62,12615194971.611822,0.0059207724004137832
sep-cmaes-ipop,2,111002,1926,2997248,930.09509531656897,,707999557996860.5,10191192154.930458,0.0053035365555013552
sep-cmaes-ipop,2,111002,1939,3023872,930.09509531656897,,686594468182548.25,11482838053.109432,0.0051587570883004806
sep-cmaes-ipop,2,111002,1951,3048448,930.09509531656897,,719731813950467.25,9673513541.1489487,0.0053698475580215635
sep-cmaes-ipop,2,111002,1964,3075072,930.09509531656897,,705144047282799.38,10277044275.285995,0.005085401336662328
sep-cmaes-ipop,2,111002,1976,3099648,930.09509531656897,,750666022821419.75,7561472925.3908901,0.0046103902308981702
sep-cmaes-ipop,2,111002,1988,3124224,930.09509531656897,,807337877424574.25,15023289715.191301,0.0051284120553899137
sep-cmaes-ipop,2,111002,2001,3150848,930.09509531656897,,803189800882852.38,15605000102.677279,0.0044030279288852338
sep-cmaes-ipop,2,111002,2013,3175424,930.09509531656897,,850590683241706.12,10409312987.858309,0.0039044739338913084
sep-cmaes-ipop,2,111002,2026,3202048,930.09509531656897,,794395730087417.38,8796470436.939127,0.00366203890238497
sep-cmaes-ipop,2,111002,2038,3226624,930.09509531656897,,835823298571132,13609267007.224907,0.0047311807989354688
sep-cmaes-ipop,2,111002,2050,3251200,930.09509531656897,,928803334684635.5,10238632603.342007,0.0047515200929365902
sep-cmaes-ipop,2,111002,2063,3277824,930.09509531656897,,977154456264064.62,6668612646.3610458,0.0049482915082626538
sep-cmaes-ipop,2,111002,2075,3302400,930.09509531656897,,993114612843205.5,6663419308.1519499,0.0051065780012043748
sep-cmaes-ipop,2,111002,2088,3329024,930.09509531656897,,953749639331519.25,8985926089.3490486,0.0048051642069392381
sep-cmaes-ipop,2,111002,2100,3353600,930.09509531656897,,958702720597760.5,8305162733.44209,0.004510710370675926
sep-cmaes-ipop,2,111002,2113,3380224,930.09509531656897,,937633226424895.88,13709954639.715853,0.0046683224432729088
sep-cmaes-ipop,2,111002,2125,3404800,930.09509531656897,,881364028020224.75,12678136195.008385,0.0045125431825218587
sep-cmaes-ipop,2,111002,2137,3429376,930.09509531656897,,799411411183836.25,12232619162.773439,0.0037297061320347999
sep-cmaes-ipop,2,111002,2150,3456000,930.09509531656897,,828149742021629.38,17846042986.642551,0.0046914026010410302
sep-cmaes-ipop,2,111002,2162,3480576,930.09509531656897,,832188823122044.88,13976720027.409325,0.0041703875850615463
sep-cmaes-ipop,2,111002,2175,3507200,930.09509531656897,,817359844225541,20232099119.027596,0.0045121713031073714
sep-cmaes-ipop,2,111002,2185,3531776,930.09509531656897,,0.4140731345571147,4.3856540234650518,0.59603784114866265
sep-cmaes-ipop,2,111002,2191,3556352,930.09509531656897,,0.65304585936282689,10.789772274501397,0.82789874163179
sep-cmaes-ipop,2,111002,2198,3585024,930.09509531656897,,0.99093773843259514,10.699793710444785,0.66650852937657368
sep-cmaes-ipop,2,111002,2204,3609600,930.09509531656897,,1.1475780621774827,11.68464044360902,0.46872931610705071
sep-cmaes-ipop,2,111002,2210,3634176,930.09509531656897,,1.4537479989076323,13.920603682754532,0.38983513324513835
sep-cmaes-ipop,2,111002,2216,3658752,930.09509531656897,,2.0161054160661904,35.640865036110988,0.35459048650939901
sep-cmaes-ipop,2,111002,2222,3683328,930.09509531656897,,2.8512395874817758,84.34005886701857,0.32643715442185939
sep-cmaes-ipop,2,111002,2229,3712000,930.09509531656897,,4.1273320186225,148.9334898048935,0.31795067958129225
sep-cmaes-ipop,2,111002,2235,3736576,930.09509531656897,,5.8503152055410501,208.15136053651673,0.32044867900384183
sep-cmaes-ipop,2,111002,2241,3761152,930.09509531656897,,7.703434174309173,276.17070059814336,0.3126270336951818
sep-cmaes-ipop,2,111002,2247,3785728,930.09509531656897,,9.6965425518684327,457.43562285216444,0.30339812103033764
sep-cmaes-ipop,2,111002,2253,3810304,930.09509531656897,,11.320876060567587,722.51427786794682,0.28425985189597791
sep-cmaes-ipop,2,111002,2260,3838976,930.09509531656897,,13.61333210341787,1346.5406082006393,0.2896628524837731
sep-cmaes-ipop,2,111002,2266,3863552,930.09509531656897,,15.835750675126642,1999.4434948671474,0.27721927862212975
sep-cmaes-ipop,2,111002,2272,3888128,930.09509531656897,,22.500645144855195,2059.9100902307978,0.30900630299434317
sep-cmaes-ipop,2,111002,2278,3912704,930.09509531656897,,33.399599046104932,1584.796415173015,0.31481068403574042
sep-cmaes-ipop,2,111002,2284,3937280,930.09509531656897,,45.996346028325213,1275.2515464071721,0.29339194946610997
sep-cmaes-ipop,2,111002,2291,3965952,930.09509531656897,,65.502568301127312,1521.7602287541822,0.28246417750471142
sep-cmaes-ipop,2,111002,2297,3990528,930.09509531656897,,86.978901631312723,1474.3800255366748,0.25274850367376306
sep-cmaes-ipop,2,111002,2303,4015104,930.09509531656897,,116.7991508028153,1734.4229102957913,0.26979438280775631
sep-cmaes-ipop,2,111002,2309,4039680,930.09509531656897,,141.41696850493696,2285.9295660919638,0.25433709283066086
sep-cmaes-ipop,2,111002,2315,4064256,930.09509531656897,,180.12129454914134,2633.5788973818712,0.2604171279020473
sep-cmaes-ipop,2,111002,2322,4092928,930.09509531656897,,267.79060923190144,2428.368119493925,0.26912412780399997
sep-cmaes-ipop,2,111002,2328,4117504,930.09509531656897,,362.64576377449686,2665.9188256648799,0.25800175857518354
sep-cmaes-ipop,2,111002,2334,4142080,930.09509531656897,,520.57932861840459,3201.6995081301011,0.26531256339745074
sep-cmaes-ipop,2,111002,2340,4166656,930.09509531656897,,799.74451933167359,3634.9456204181542,0.28138641065716108
sep-cmaes-ipop,2,111002,2346,4191232,930.09509531656897,,1153.3548466431771,3312.7475901112502,0.27035174344343987
sep-cmaes-ipop,2,111002,2353,4219904,930.09509531656897,,1768.3787666620908,3693.1740050107246,0.27688268709853947
sep-cmaes-ipop,2,111002,2359,4244480,930.09509531656897,,2422.8020456692084,3029.9038637043041,0.26414475397023751
sep-cmaes-ipop,2,111002,2365,4269056,930.09509531656897,,3486.4733538797964,3128.6626887534558,0.27448525365707405
sep-cmaes-ipop,2,111002,2371,4293632,930.09509531656897,,5303.3031844792531,3357.0039718111166,0.28764773375510788
sep-cmaes-ipop,2,111002,2377,4318208,930.09509531656897,,7529.9851975469755,4002.3669847077585,0.2750764033260959
sep-cmaes-ipop,2,111002,2384,4346880,930.09509531656897,,12573.881357393173,3569.498970067008,0.2853019772593689
sep-cmaes-ipop,2,111002,2390,4371456,930.09509531656897,,18190.660647963934,4130.3881025263436,0.27286984989774338
sep-cmaes-ipop,2,111002,2396,4396032,930.09509531656897,,26099.803919415161,7557.1772429181019,0.26959539422055295
sep-cmaes-ipop,2,111002,2402,4420608,930.09509531656897,,38924.634083280245,10363.316730862161,0.26880104812717298
sep-cmaes-ipop,2,111002,2408,4445184,930.09509531656897,,62761.351715504388,11122.132639666299,0.28198316210226726
sep-cmaes-ipop,2,111002,2415,4473856,930.09509531656897,,107939.04551308657,11135.12058251198,0.28534202485182991
sep-cmaes-ipop,2,111002,2421,4498432,930.09509531656897,,166519.0732455877,11171.052574572632,0.27637823161606057
sep-cmaes-ipop,2,111002,2427,4523008,930.09509531656897,,259673.95019203456,11355.308203414113,0.27722661871361753
sep-cmaes-ipop,2,111002,2433,4547584,930.09509531656897,,382507.42223575019,12385.768684790381,0.27035257722145845
sep-cmaes-ipop,2,111002,2439,4572160,930.09509531656897,,604529.8864361709,12642.325283822884,0.28996499183033586
sep-cmaes-ipop,2,111002,2446,4600832,930.09509531656897,,1017404.0169929034,10679.639638654615,0.28646595549905529
sep-cmaes-ipop,2,111002,2452,4625408,930.09509531656897,,1634097.5134927116,10122.46824021557,0.30093538980055506
sep-cmaes-ipop,2,111002,2458,4649984,930.09509531656897,,2381821.1362674306,9880.1149301411842,0.28329644045600816
sep-cmaes-ipop,2,111002,2464,4674560,930.09509531656897,,3481484.5674650562,12274.887914052541,0.27026781093004931
sep-cmaes-ipop,2,111002,2470,4699136,930.09509531656897,,4981457.2937272135,15506.136904619036,0.2638564457338255
sep-cmaes-ipop,2,111002,2477,4727808,928.76603444417321,,7736165.5524429791,22253.364773652818,0.27374977955869084
sep-cmaes-ipop,2,111002,2483,4752384,924.14253616333008,,11013755.452075899,28866.63728690453,0.26918109954358516
sep-cmaes-ipop,2,111002,2489,4776960,918.91924667358398,,16037905.550659899,32066.338576900762,0.2658779917787884
sep-cmaes-ipop,2,111002,2495,4801536,913.82029215494788,,24508353.516587622,32432.26392619441,0.26601914978275765
sep-cmaes-ipop,2,111002,2501,4826112,908.83065923055017,,37939534.301793419,42838.308807115893,0.27728903867356181
sep-cmaes-ipop,2,111002,2508,4854784,904.59595616658532,,65794186.370050244,45163.469029068634,0.27517375496340557
sep-cmaes-ipop,2,111002,2514,4879360,899.86339441935218,,97494060.990125999,48903.28807227948,0.25991899390339324
sep-cmaes-ipop,2,111002,2520,4903936,896.45391082763672,,147097280.4121531,65589.705759282559,0.25710624030319007
sep-cmaes-ipop,2,111002,2526,4928512,892.16938781738281,,223684899.38299522,91541.799185278593,0.25527090751464176
sep-cmaes-ipop,2,111002,2532,4953088,889.69519297281897,,332347062.70911223,109209.42249328665,0.25205159548798201
sep-cmaes-ipop,2,111002,2539,4981760,887.97996139526367,,537425913.64959586,150105.7963289558,0.25046038547129207
sep-cmaes-ipop,2,111002,2545,5006336,887.16793314615882,,787460608.72238457,161746.773472281,0.23888273132681073
sep-cmaes-ipop,2,111002,2551,5030912,885.00415293375647,,1172982552.0214601,230970.00306946595,0.24690579203282309
sep-cmaes-ipop,2,111002,2557,5055488,882.68182881673181,,1681818930.5172265,296843.05256002815,0.24427707190715484
sep-cmaes-ipop,2,111002,2563,5080064,882.68182881673181,,2430973682.4590154,333693.25637784303,0.23983914160906403
sep-cmaes-ipop,2,111002,2570,5108736,882.3198127746582,,3915406274.7593169,367915.91747225868,0.238670526520329
sep-cmaes-ipop,2,111002,2576,5133312,880.12712478637695,,5553502071.7283449,471785.54717180273,0.22888574275534271
sep-cmaes-ipop,2,111002,2582,5157888,878.56250381469727,,7942761496.7516651,498887.80078475375,0.22096755396969781
sep-cmaes-ipop,2,111002,2588,5182464,878.08971659342444,,10767802951.507471,511995.02729269722,0.21151717150143864
sep-cmaes-ipop,2,111002,2594,5207040,876.97688166300452,,13337900818.471098,512900.88074779627,0.1882805955979969
sep-cmaes-ipop,2,111002,2601,5235712,876.56729634602868,,19599286699.520386,283510.18411405809,0.15141073310773556
sep-cmaes-ipop,2,111002,2607,5260288,875.58820343017578,,34385635517.058357,185704.60959753778,0.15710612102949623
sep-cmaes-ipop,2,111002,2613,5284864,875.06639989217126,,67547891123.668365,72335.217569842178,0.14394305056548434
sep-cmaes-ipop,2,111002,2619,5309440,873.5921847025553,,118724969230.86168,39841.944037610941,0.12459996756101718
sep-cmaes-ipop,2,111002,2625,5334016,871.39628092447913,,193248897933.80554,27362.546137019024,0.10937497388093909
sep-cmaes-ipop,2,111002,2632,5362688,869.36152903238929,,323681281602.58392,22028.608654271949,0.094260701545131581
sep-cmaes-ipop,2,111002,2638,5387264,867.23630142211914,,471239161955.84619,18964.849771278059,0.07466016800554312
sep-cmaes-ipop,2,111002,2644,5411840,865.58255640665686,,739724102698.1217,19373.835185912645,0.066361411521655908
sep-cmaes-ipop,2,111002,2650,5436416,864.06952667236328,,1142034334710.5625,17866.34876684237,0.06124416676372732
sep-cmaes-ipop,2,111002,2657,5465088,862.03629302978516,,1842339174371.8042,13087.607402137795,0.054634173605018363
sep-cmaes-ipop,2,111002,2663,5489664,860.66604359944665,,2688615084389.689,10645.219169845906,0.045647785605844447
sep-cmaes-ipop,2,111002,2669,5514240,860.00296783447266,,4090492789991.8652,10825.266157459711,0.042228912524975681
sep-cmaes-ipop,2,111002,2675,5538816,858.14769999186194,,6134422380365.9268,10781.234064159513,0.03884097049047866
sep-cmaes-ipop,2,111002,2681,5563392,857.70953369140625,,9757967948700.5605,11190.724830115145,0.037543539013425525
sep-cmaes-ipop,2,111002,2688,5592064,856.11686960856116,,15277260552675.102,11263.095502719929,0.035061871821925022
sep-cmaes-ipop,2,111002,2694,5616640,856.00965245564782,,23849401664649.078,14588.68169259885,0.038170262900701649
sep-cmaes-ipop,2,111002,2700,5641216,855.10185623168945,,37329575773458.586,13607.091400530197,0.036109815395114854
sep-cmaes-ipop,2,111002,2706,5665792,854.61762110392249,,54148007038843.453,12401.452378558366,0.03450671789236795
sep-cmaes-ipop,2,111002,2712,5690368,854.22320048014319,,77606175841818.125,15833.051448734477,0.034305091803265818
sep-cmaes-ipop,2,111002,2719,5719040,853.35939280192054,,114654044798020.34,20468.857416164159,0.032485901715866523
sep-cmaes-ipop,2,111002,2725,5743616,852.79927953084314,,158383276067924.59,20155.338902827269,0.029235133394787883
sep-cmaes-ipop,2,111002,2731,5768192,852.42620849609375,,219203195702514.28,17630.311424897882,0.025540742065195791
sep-cmaes-ipop,2,111002,2737,5792768,852.3860969543457,,307184332084168.88,16101.97193112151,0.023409935893776039
sep-cmaes-ipop,2,111002,2743,5817344,852.02526346842444,,406649200976826,17062.970004719384,0.023482000129766541
sep-cmaes-ipop,2,111002,2750,5846016,851.58478164672852,,597325952013287.38,17719.397384549473,0.023450686472300565
sep-cmaes-ipop,2,111002,2756,5870592,851.24866104125977,,757002009921808.25,22234.425940639278,0.022645827746466302
sep-cmaes-ipop,2,111002,2762,5895168,850.84786860148108,,1006690123885998.8,22390.076877554035,0.022451249712145981
sep-cmaes-ipop,2,111002,2768,5919744,850.84786860148108,,1287929259964749.5,24814.858353372947,0.021786281719579165
sep-cmaes-ipop,2,111002,2774,5944320,850.79833475748694,,1600301351568581.5,26336.126925079789,0.019792936979197776
sep-cmaes-ipop,2,111002,2781,5972992,849.98346837361657,,1970142831713920,25393.221531635187,0.017590069389835296
sep-cmaes-ipop,2,111002,2787,5997568,849.98346837361657,,2203260206840694.8,38141.236282651676,0.017332103361605317
sep-cmaes-ipop,2,111002,2793,6022144,849.97839482625329,,2459677448522490.5,35384.411793452186,0.01657253780437502
sep-cmaes-ipop,2,111002,2799,6046720,849.63592402140296,,2862303907091010.5,34413.713858841045,0.015409852066692464
sep-cmaes-ipop,2,111002,2805,6071296,849.54888788859046,,3402766891566541,30276.120350574845,0.014492919357324684
sep-cmaes-ipop,2,111002,2812,6099968,849.43750254313147,,3775833861423921,23653.160099904759,0.012554688070220189
sep-cmaes-ipop,2,111002,2818,6124544,849.35617065429688,,4501386308502793.5,23340.77133999742,0.012341036106235657
sep-cmaes-ipop,2,111002,2824,6149120,849.21050898234046,,5526301769191081,27134.502827036777,0.01228197003393882
sep-cmaes-ipop,2,111002,2830,6173696,849.14166132609046,,6588869274387143,29016.181873072153,0.01121693221036606
sep-cmaes-ipop,2,111002,2836,6198272,849.09019343058264,,8380724851292319,41957.543367117883,0.013124422266100867
sep-cmaes-ipop,2,111002,2843,6226944,848.97114817301429,,9609038026884140,52519.014328251491,0.011535750705549989
sep-cmaes-ipop,2,111002,2849,6251520,848.91572316487634,,10746636683742688,45947.981614924232,0.0098661375221566761
sep-cmaes-ipop,2,111002,2855,6276096,848.90322367350257,,12478136639350608,70472.684556120774,0.0092467543158830309
sep-cmaes-ipop,2,111002,2861,6300672,848.8028450012207,,14240061274550124,135504.51900480522,0.0085726722670380097
sep-cmaes-ipop,2,111002,2867,6325248,848.73303731282556,,16761000816022486,197091.60615261362,0.0080761405769823637
sep-cmaes-ipop,2,111002,2874,6353920,848.66820017496741,,19544902546995260,378967.56381358404,0.0083756954038967709
sep-cmaes-ipop,2,111002,2880,6378496,848.6526769002279,,22670675738795052,581964.30493010499,0.0079107490800174214
sep-cmaes-ipop,2,111002,2886,6403072,848.55746841430664,,25632509471838260,654179.9054124367,0.0062936533675382973
sep-cmaes-ipop,2,111002,2892,6427648,848.51600646972656,,29853402745982584,650475.58654370229,0.0055700296181590081
sep-cmaes-ipop,2,111002,2898,6452224,848.46603647867835,,33405339186784972,1032998.4248503878,0.005354228392477396
sep-cmaes-ipop,2,111002,2905,6480896,848.44114176432288,,39187798927829112,1493443.139969338,0.0053958013282532314
sep-cmaes-ipop,2,111002,2910,6501376,848.39795303344727,,42510441706824368,1977791.5010819179,0.0054311131498193561
sep-cmaes-ipop-l64,2,111002,1,64,33110.430390675865,,0.2536302706778063,1.0206808363606128,0.23139571304598516
sep-cmaes-ipop-l64,2,111002,10,640,2642.2708791097007,,0.22051484246122569,2.6142788774011434,0.24648371614752121
sep-cmaes-ipop-l64,2,111002,20,1280,1866.7760213216145,,0.27739340030540915,4.5783966399437022,0.32009195736760859
sep-cmaes-ipop-l64,2,111002,40,2560,1632.9673487345378,,0.22906038211747351,4.4411958032936569,0.20021088894959274
sep-cmaes-ipop-l64,2,111002,403,25792,1247.3920873006184,,0.070550251144382597,2847.5062610489936,0.014310758632902442
