arm,block,seed,iteration,evaluations,bestCost,populationSpread,sigma,conditionNumber,distributionExtent
cmaes-single,12,111012,1191,1219584,940.44022750854492,,0.84538339865591017,9130437087.4297924,0.016050202422399122
cmaes-single,12,111012,1216,1245184,940.44022750854492,,0.82946983865385493,12320763471.06727,0.016123673267283589
cmaes-single,12,111012,1241,1270784,940.44022750854492,,0.83430229444986748,14971228243.527922,0.016281436009238009
cmaes-single,12,111012,1266,1296384,940.44022750854492,,0.9485258252639972,16229258356.566999,0.018556973603635629
cmaes-single,12,111012,1290,1320960,940.44022750854492,,0.98564471101432727,19829462758.354855,0.019037282173129864
cmaes-single,12,111012,1315,1346560,940.44022750854492,,0.96342931951963695,22227900844.62326,0.018052804650507376
cmaes-single,12,111012,1340,1372160,940.44022750854492,,0.97461040002712729,24370784520.028469,0.017208719585214218
cmaes-single,12,111012,1365,1397760,940.44022750854492,,1.0829179438168113,28823721852.760891,0.019379758515677612
cmaes-single,12,111012,1390,1423360,940.44022750854492,,1.0405502615644604,31457046931.679813,0.018591197791420551
cmaes-single,12,111012,1414,1447936,940.44022750854492,,1.0136665519025798,33004426831.219135,0.018096695508017593
cmaes-single,12,111012,1439,1473536,940.44022750854492,,1.0828031455143652,39690013842.565514,0.01955446889627523
cmaes-single,12,111012,1464,1499136,940.44022750854492,,1.0282754879734155,49783598935.026001,0.018701005338058768
cmaes-single,12,111012,1489,1524736,940.44022750854492,,0.9319309758656209,62789434048.256439,0.017353341101300494
cmaes-single,12,111012,1514,1550336,940.44022750854492,,0.93629613584180826,74408250707.274796,0.017963312926909246
cmaes-single,12,111012,1538,1574912,940.44022750854492,,0.91253159662797045,79537799298.696945,0.01727529711886714
cmaes-single,12,111012,1563,1600512,940.44022750854492,,0.79128621354970341,84123483548.967819,0.015244587766744826
cmaes-single,12,111012,1568,1605632,940.44022750854492,,0.78689439772259107,88118115085.728027,0.015631460910743009
cmaes-ipop,12,111012,1,1024,2729.5873387654624,,0.29194446492244019,1.1360075651179635,0.28620085425855696
cmaes-ipop,12,111012,5,5120,2729.5873387654624,,0.42809014307296223,1.9424688758451834,0.48284108597154773
cmaes-ipop,12,111012,10,10240,2144.968017578125,,0.73082550496430754,2.8350297008408711,0.92104803851976058
cmaes-ipop,12,111012,20,20480,2002.3277804056804,,0.75913621278083321,3.3109927990462826,0.9455547518181906
cmaes-ipop,12,111012,25,25600,2002.3277804056804,,0.70702203765015614,3.5727963528153057,0.85075595120397107
cmaes-ipop,12,111012,40,40960,1807.9863217671711,,0.63450222624609609,5.2866929647996797,0.67986410821719945
cmaes-ipop,12,111012,50,51200,1757.6856460571289,,0.60078165323709698,5.5946657801799171,0.55999755859687395
cmaes-ipop,12,111012,75,76800,1587.5518811543782,,0.46385777288077662,7.3669561292440182,0.34533516476291615
cmaes-ipop,12,111012,80,81920,1587.5518811543782,,0.4219151288290735,7.8211044235982552,0.29990101247991435
cmaes-ipop,12,111012,100,102400,1539.759199778239,,0.40685725794816163,24.234340211157804,0.28048596690129141
cmaes-ipop,12,111012,125,128000,1454.0661214192708,,0.44840551543852797,57.192538553428307,0.26374261510740588
cmaes-ipop,12,111012,149,152576,1396.7762158711751,,0.43013917222109477,135.66964616016801,0.2230037737209232
cmaes-ipop,12,111012,160,163840,1369.6217753092449,,0.46671079750246719,228.24611059442157,0.23613006604215911
cmaes-ipop,12,111012,174,178176,1317.7914594014485,,0.50520295099120438,392.4417942348357,0.23991820909559941
cmaes-ipop,12,111012,199,203776,1256.4549980163574,,0.58369753982337902,858.94907321318954,0.25332087401183279
cmaes-ipop,12,111012,224,229376,1182.4501647949219,,0.78758750757877161,1097.5026002893476,0.27426131525893471
cmaes-ipop,12,111012,249,254976,1131.0918477376301,,0.73967420654467675,2471.4823468093491,0.23474250094943883
cmaes-ipop,12,111012,255,261120,1126.2622350056965,,0.76363645292260562,2992.5920085985076,0.23247431145650541
cmaes-ipop,12,111012,273,279552,1093.7932726542156,,0.82848172424886768,4732.5752106173495,0.22051507854777758
cmaes-ipop,12,111012,298,305152,1070.5138842264812,,0.72951514988720823,9665.7894046885103,0.17519331061952825
cmaes-ipop,12,111012,323,330752,1050.4329973856609,,1.0197033053591449,19486.833139524497,0.23064614841743364
cmaes-ipop,12,111012,348,356352,1018.123706817627,,1.2469416551396593,23192.199950023431,0.23217253313025651
cmaes-ipop,12,111012,373,381952,986.50466664632165,,1.4570057158443839,21472.148365784527,0.19815536332430708
cmaes-ipop,12,111012,397,406528,963.95422108968103,,1.4024615977390222,37343.448170366435,0.18353433379205522
cmaes-ipop,12,111012,422,432128,951.15381368001306,,1.0870026829653365,30133.132256986108,0.1051548532973256
cmaes-ipop,12,111012,447,457728,946.31226476033532,,1.1184963494804774,40235.275574065592,0.092466903486384464
cmaes-ipop,12,111012,472,483328,944.16273752848304,,1.1919687138440636,58097.116417633857,0.082050835161721125
cmaes-ipop,12,111012,497,508928,943.08504104614258,,1.2157572862023127,68756.142795646418,0.070939694022379596
cmaes-ipop,12,111012,521,533504,942.54434967041016,,1.1462190384931699,100504.46928364114,0.064813035555511711
cmaes-ipop,12,111012,546,559104,941.99142456054688,,1.0969715638168549,230489.50229258876,0.055106733752643661
cmaes-ipop,12,111012,571,584704,941.67736562093103,,0.95904926252382283,734953.82602638437,0.046134847693180915
cmaes-ipop,12,111012,596,610304,941.49506123860681,,0.87698560162882433,1598022.0434600711,0.038563759166000626
cmaes-ipop,12,111012,621,635904,941.0865364074707,,0.91684970925069631,3110947.0363863739,0.039096006487000234
cmaes-ipop,12,111012,645,660480,940.98620986938477,,0.80715258591113181,4806460.8216331527,0.031280219834225471
cmaes-ipop,12,111012,670,686080,940.91311009724939,,0.76435969307334806,7596834.4899600204,0.027627649540589116
cmaes-ipop,12,111012,695,711680,940.7928365071615,,0.80658447608976391,13619285.159895213,0.026683362392820868
cmaes-ipop,12,111012,720,737280,940.74649047851562,,0.79903759564589361,34206844.430204943,0.025526381615123064
cmaes-ipop,12,111012,745,762880,940.67401377360022,,0.75140675423709746,70717592.127341017,0.022907179699355431
cmaes-ipop,12,111012,769,787456,940.5855712890625,,0.64158445628408189,124613004.259367,0.019348702005810986
cmaes-ipop,12,111012,794,813056,940.5364990234375,,0.63522766563587474,245505480.46063724,0.018012132365350125
cmaes-ipop,12,111012,819,838656,940.49227269490564,,0.57000704919854384,600185819.91283762,0.015792702115897519
cmaes-ipop,12,111012,844,864256,940.47804514567054,,0.59562590298459284,1640413061.4079809,0.015881134949666968
cmaes-ipop,12,111012,869,889856,940.46239471435547,,0.51942106298788893,2096406068.4732769,0.013201607789072721
cmaes-ipop,12,111012,893,914432,940.46009953816736,,0.54925876242098826,2535527537.6466694,0.01387126987596485
cmaes-ipop,12,111012,918,940032,940.45198567708337,,0.57859760937879656,3237130969.5068088,0.014831878065043554
cmaes-ipop,12,111012,943,965632,940.45166397094727,,0.62117710714500651,3420495263.7644148,0.015228984069379115
cmaes-ipop,12,111012,968,991232,940.44877624511719,,0.61775160228316017,3808647691.7184925,0.014492385435643792
cmaes-ipop,12,111012,993,1016832,940.44406255086267,,0.58748634727843341,4137760424.1539927,0.013585675477780487
cmaes-ipop,12,111012,1017,1041408,940.44262949625647,,0.56154750678233711,4768850841.1102829,0.013073584516678659
cmaes-ipop,12,111012,1042,1067008,940.44022750854492,,0.62189173835916101,4297594350.7658768,0.014196855042094475
cmaes-ipop,12,111012,1067,1092608,940.44022750854492,,0.79252006539576203,5866109579.3309593,0.018500792697638525
cmaes-ipop,12,111012,1092,1118208,940.44022750854492,,0.7974436556789305,6512594633.8200245,0.017040656419413099
cmaes-ipop,12,111012,1117,1143808,940.44022750854492,,0.81361102061659596,7130141598.6461906,0.016428627446640635
cmaes-ipop,12,111012,1142,1169408,940.44022750854492,,0.78800225702155047,6877422232.8687181,0.015580148710132793
cmaes-ipop,12,111012,1166,1193984,940.44022750854492,,0.78033891770330843,6577128766.7447195,0.014497400319861138
cmaes-ipop,12,111012,1191,1219584,940.44022750854492,,0.84538339865591017,9130437087.4297924,0.016050202422399122
cmaes-ipop,12,111012,1216,1245184,940.44022750854492,,0.82946983865385493,12320763471.06727,0.016123673267283589
cmaes-ipop,12,111012,1241,1270784,940.44022750854492,,0.83430229444986748,14971228243.527922,0.016281436009238009
cmaes-ipop,12,111012,1266,1296384,940.44022750854492,,0.9485258252639972,16229258356.566999,0.018556973603635629
cmaes-ipop,12,111012,1290,1320960,940.44022750854492,,0.98564471101432727,19829462758.354855,0.019037282173129864
cmaes-ipop,12,111012,1315,1346560,940.44022750854492,,0.96342931951963695,22227900844.62326,0.018052804650507376
cmaes-ipop,12,111012,1340,1372160,940.44022750854492,,0.97461040002712729,24370784520.028469,0.017208719585214218
cmaes-ipop,12,111012,1365,1397760,940.44022750854492,,1.0829179438168113,28823721852.760891,0.019379758515677612
cmaes-ipop,12,111012,1390,1423360,940.44022750854492,,1.0405502615644604,31457046931.679813,0.018591197791420551
cmaes-ipop,12,111012,1414,1447936,940.44022750854492,,1.0136665519025798,33004426831.219135,0.018096695508017593
cmaes-ipop,12,111012,1439,1473536,940.44022750854492,,1.0828031455143652,39690013842.565514,0.01955446889627523
cmaes-ipop,12,111012,1464,1499136,940.44022750854492,,1.0282754879734155,49783598935.026001,0.018701005338058768
cmaes-ipop,12,111012,1489,1524736,940.44022750854492,,0.9319309758656209,62789434048.256439,0.017353341101300494
cmaes-ipop,12,111012,1514,1550336,940.44022750854492,,0.93629613584180826,74408250707.274796,0.017963312926909246
cmaes-ipop,12,111012,1538,1574912,940.44022750854492,,0.91253159662797045,79537799298.696945,0.01727529711886714
cmaes-ipop,12,111012,1563,1600512,940.44022750854492,,0.79128621354970341,84123483548.967819,0.015244587766744826
cmaes-ipop,12,111012,1578,1626112,940.44022750854492,,0.67667128787183894,3.9010621865400208,0.87029018726895468
cmaes-ipop,12,111012,1591,1652736,940.44022750854492,,0.78133385763851837,8.8279939074608578,0.90224457191912022
cmaes-ipop,12,111012,1603,1677312,940.44022750854492,,0.80897493749910721,11.836961535189177,0.72353799784965811
cmaes-ipop,12,111012,1615,1701888,940.44022750854492,,0.75414146171601737,13.001853824301271,0.50666692712420847
cmaes-ipop,12,111012,1628,1728512,940.44022750854492,,0.72797300921154706,15.110055851781455,0.39501459731158506
cmaes-ipop,12,111012,1640,1753088,940.44022750854492,,0.71002277665487534,26.721158996529372,0.34738185868179344
cmaes-ipop,12,111012,1653,1779712,940.44022750854492,,0.8492517466058489,107.51675424450389,0.4125577729960237
cmaes-ipop,12,111012,1665,1804288,940.44022750854492,,0.93550714726225459,184.41879114240544,0.37292528288220267
cmaes-ipop,12,111012,1677,1828864,940.44022750854492,,0.93547272265207504,326.29222552197967,0.3165635030631852
cmaes-ipop,12,111012,1690,1855488,940.44022750854492,,1.0115380526287974,612.90700347252789,0.29321954472436423
cmaes-ipop,12,111012,1702,1880064,940.44022750854492,,1.1692944410863386,854.22429430804982,0.28767806618240044
cmaes-ipop,12,111012,1715,1906688,940.44022750854492,,1.3024053717660815,1226.0355633744894,0.28125326928932226
cmaes-ipop,12,111012,1727,1931264,940.44022750854492,,1.3904679476082173,1519.3039278132103,0.25761690918180741
cmaes-ipop,12,111012,1739,1955840,940.44022750854492,,1.4926940682451346,2358.1021711566264,0.26163632244833701
cmaes-ipop,12,111012,1752,1982464,940.44022750854492,,1.8063851748366908,3464.8343635601432,0.27509759009151363
cmaes-ipop,12,111012,1764,2007040,940.44022750854492,,2.222205981891423,4466.1711995219257,0.28807597123861084
cmaes-ipop,12,111012,1777,2033664,940.44022750854492,,2.4414881102782142,6255.6094835623235,0.26812033903126753
cmaes-ipop,12,111012,1789,2058240,940.44022750854492,,2.6406079363940398,9610.3000587215847,0.25679217742277793
cmaes-ipop,12,111012,1801,2082816,940.44022750854492,,3.5689551118194909,14071.544402462712,0.31236480611680834
cmaes-ipop,12,111012,1814,2109440,940.44022750854492,,5.1373023233044153,10309.267394362767,0.32864661482616925
cmaes-ipop,12,111012,1826,2134016,940.44022750854492,,6.2246437532024235,7952.9850834666968,0.29259651388019203
cmaes-ipop,12,111012,1839,2160640,940.44022750854492,,7.4289643082239225,6108.7067075111509,0.26029403167235632
cmaes-ipop,12,111012,1851,2185216,940.44022750854492,,8.9387014929394617,5715.1891736642337,0.24905042630888419
cmaes-ipop,12,111012,1864,2211840,940.44022750854492,,11.220444796761221,6333.5808293013224,0.25684197583582191
cmaes-ipop,12,111012,1876,2236416,940.44022750854492,,12.5991357991002,7464.8993667876712,0.24399456110145307
cmaes-ipop,12,111012,1888,2260992,940.44022750854492,,16.16870037940372,10254.666568638466,0.26659539631022228
cmaes-ipop,12,111012,1901,2287616,940.44022750854492,,16.93779388221645,17736.820606220474,0.23078291584465183
cmaes-ipop,12,111012,1913,2312192,940.44022750854492,,18.94898496905504,28259.998147651517,0.22535126636274627
cmaes-ipop,12,111012,1926,2338816,940.44022750854492,,22.469791712896306,37518.199142263482,0.20824427456885958
cmaes-ipop,12,111012,1938,2363392,940.44022750854492,,25.883085966326206,35935.623988698528,0.16981021405241956
cmaes-ipop,12,111012,1950,2387968,940.44022750854492,,39.403638195993295,34302.838926740253,0.19687967562507122
cmaes-ipop,12,111012,1963,2414592,940.44022750854492,,45.968736883323928,31527.000235332987,0.17182673819034217
cmaes-ipop,12,111012,1975,2439168,940.44022750854492,,56.231861117482083,38575.020520341386,0.17405812872484513
cmaes-ipop,12,111012,1988,2465792,940.44022750854492,,86.055554060046973,46472.830620093366,0.21575728745032072
cmaes-ipop,12,111012,2000,2490368,940.44022750854492,,182.15703290243371,35581.768251531124,0.30070433200116231
cmaes-ipop,12,111012,2012,2514944,940.44022750854492,,317.11048232805575,19960.38764682868,0.31522520469883064
cmaes-ipop,12,111012,2025,2541568,933.41632207234704,,350.90302463962183,16069.23299242857,0.23533185007967217
cmaes-ipop,12,111012,2037,2566144,909.35336812337243,,365.47716787130537,21705.014518517855,0.19396821691220462
cmaes-ipop,12,111012,2050,2592768,899.27941131591797,,399.15812768589933,43441.231957968572,0.17684480740229558
cmaes-ipop,12,111012,2062,2617344,890.25834274291992,,463.08302991555223,71452.936867207027,0.16777939480623302
cmaes-ipop,12,111012,2074,2641920,872.87418619791663,,554.27569367933893,103939.28673716266,0.16237512890144484
cmaes-ipop,12,111012,2087,2668544,865.99658330281579,,698.68598330230554,122664.42863701029,0.17044996881684718
cmaes-ipop,12,111012,2099,2693120,859.88662083943689,,786.38907888380527,126910.28901117192,0.15727970588115597
cmaes-ipop,12,111012,2112,2719744,853.10144424438477,,848.66941523220032,155180.55043552359,0.13951665078319297
cmaes-ipop,12,111012,2124,2744320,847.59507242838538,,829.50073775407407,169317.56603783063,0.11387964504672676
cmaes-ipop,12,111012,2136,2768896,846.41560490926111,,915.62999324256236,178724.73327597079,0.10179048720407927
cmaes-ipop,12,111012,2149,2795520,843.88311767578125,,961.00828181218037,174737.26534207218,0.07944049831268471
cmaes-ipop,12,111012,2161,2820096,842.88192367553711,,935.59163611525162,170638.51043928429,0.059306830110073615
cmaes-ipop,12,111012,2174,2846720,842.24372990926111,,833.20576737563295,185527.5526885381,0.044428382493564351
cmaes-ipop,12,111012,2186,2871296,841.75496164957679,,863.98997048322371,181562.29585904241,0.037276731187252131
cmaes-ipop,12,111012,2198,2895872,841.353769938151,,889.32329474744961,208112.88013174414,0.033208066365713738
cmaes-ipop,12,111012,2211,2922496,841.27196629842126,,927.62491212692544,211361.67999547507,0.029812542954933342
cmaes-ipop,12,111012,2223,2947072,841.1742159525553,,861.33555077002882,240159.15853251761,0.025352692032091818
cmaes-ipop,12,111012,2236,2973696,840.90315373738611,,841.66408464695837,242785.91748902033,0.021740589636596988
cmaes-ipop,12,111012,2248,2998272,840.43810653686523,,930.30249740761087,254566.44267991942,0.021486548113801126
cmaes-ipop,12,111012,2260,3022848,840.43810653686523,,1026.6320396124595,284444.52377174556,0.021939013159068585
cmaes-ipop,12,111012,2273,3049472,840.01582463582361,,1085.0728870421024,310441.38914282055,0.020413601406364411
cmaes-ipop,12,111012,2285,3074048,839.55590057373047,,1102.8184402487989,304038.96572633047,0.016880096809716919
cmaes-ipop,12,111012,2298,3100672,839.5479634602865,,1167.15616316561,308608.13710537815,0.014232749604569071
cmaes-ipop,12,111012,2310,3125248,839.07396697998047,,1260.7295598788296,346218.23713991168,0.013234287428737097
cmaes-ipop,12,111012,2322,3149824,838.92296473185218,,1290.1416114754295,564954.15658472967,0.012764443653768168
cmaes-ipop,12,111012,2335,3176448,838.67470041910804,,1333.6517149135796,978476.70946570032,0.011718420467693731
cmaes-ipop,12,111012,2347,3201024,838.63473637898767,,1402.0549035932061,1691879.6838729072,0.010039398268454531
cmaes-ipop,12,111012,2360,3227648,838.53730519612634,,1425.6525638176865,2178456.7584729036,0.0074074996963624387
cmaes-ipop,12,111012,2372,3252224,838.48867289225257,,1471.468149896956,3740864.0227474906,0.0072308153727424192
cmaes-ipop,12,111012,2384,3276800,838.41076532999671,,1604.981628779969,6329413.6266202303,0.0078127750977508726
cmaes-ipop,12,111012,2397,3303424,838.35674285888672,,1756.3828813331506,9432880.7362357769,0.0079396019817657495
cmaes-ipop,12,111012,2409,3328000,838.3066291809082,,1875.1668413086779,13800184.567996882,0.0081014231811834016
cmaes-ipop,12,111012,2422,3354624,838.27430089314782,,2013.2963628785656,19259382.092701357,0.0077169287709168682
cmaes-ipop,12,111012,2434,3379200,838.24104944864905,,2218.7589028014104,25727429.142361775,0.0077472119800079094
cmaes-ipop,12,111012,2446,3403776,838.20652262369788,,2424.127624056604,42864488.482592873,0.0078521189270943387
cmaes-ipop,12,111012,2459,3430400,838.17287953694665,,2667.3684861542865,67636678.710711315,0.0074573706529855593
cmaes-ipop,12,111012,2471,3454976,838.15861129760742,,2909.4309690534615,116108850.4396842,0.0076575604333814964
cmaes-ipop,12,111012,2484,3481600,838.14346059163415,,3099.5736574405487,184759933.63843733,0.0072239370741080163
cmaes-ipop,12,111012,2496,3506176,838.11911773681641,,3278.647070789807,331078165.62924379,0.0073552331449125838
cmaes-ipop,12,111012,2508,3530752,838.11069234212243,,3384.0892811040403,613949150.13575828,0.0070995286525110547
cmaes-ipop,12,111012,2521,3557376,838.09487406412757,,3737.1520775818212,1247806077.6266751,0.0070519717712503255
cmaes-ipop,12,111012,2533,3581952,838.09222793579102,,4041.1641691107152,2670388893.5348291,0.0072415096126799512
cmaes-ipop,12,111012,2546,3608576,838.0862935384115,,4490.3307607472962,5274506033.0200148,0.007163016127504823
cmaes-ipop,12,111012,2558,3633152,838.08197021484375,,4811.1568669927483,11989942135.096153,0.007175079397821812
cmaes-ipop,12,111012,2570,3657728,838.076904296875,,5460.684118361296,20016035910.651302,0.0074527364766155202
cmaes-ipop,12,111012,2583,3684352,838.07474390665686,,6098.2743354015292,25857666245.766384,0.0075699309574189695
cmaes-ipop,12,111012,2595,3708928,838.07392247517907,,6909.8338725361846,27800356709.711414,0.007580405029242919
cmaes-ipop,12,111012,2608,3735552,838.07214228312171,,8826.4142838947118,30234812460.644257,0.0080879214039377371
cmaes-ipop,12,111012,2620,3760128,838.07197570800781,,10287.971348325053,28641292913.788296,0.0077511021386442907
cmaes-ipop,12,111012,2632,3784704,838.06864420572913,,10815.677632343724,35341423760.741447,0.0076244033122615422
cmaes-ipop,12,111012,2645,3811328,838.06669235229492,,12266.814099781197,36125147916.808777,0.0077404652442178441
cmaes-ipop,12,111012,2657,3835904,838.06669235229492,,13766.149041485327,39089993085.395012,0.0077292018418090832
cmaes-ipop,12,111012,2670,3862528,838.06669235229492,,15353.523939235627,38672477276.535431,0.0078108970302397367
cmaes-ipop,12,111012,2682,3887104,838.06669235229492,,15032.882064208839,44167780976.093941,0.0069390288008171269
cmaes-ipop,12,111012,2694,3911680,838.06495539347327,,17912.326823203708,48708622259.585548,0.0079008437993543477
cmaes-ipop,12,111012,2707,3938304,838.06437047322595,,22333.232411711229,44076599503.371841,0.007990646656744059
cmaes-ipop,12,111012,2719,3962880,838.06437047322595,,23359.785524928546,43295955222.923378,0.0073529410408594773
cmaes-ipop,12,111012,2732,3989504,838.06437047322595,,24174.944100953631,44907940528.790634,0.0067584847311483081
cmaes-ipop,12,111012,2744,4014080,838.06437047322595,,26071.316084401857,52195979840.709,0.0070622435903687697
cmaes-ipop,12,111012,2756,4038656,838.06437047322595,,26017.891635291166,51755568282.428307,0.0064631506419486583
cmaes-ipop,12,111012,2769,4065280,838.06437047322595,,27005.280878416983,58330338586.257446,0.0064973174689051377
cmaes-ipop,12,111012,2781,4089856,838.06437047322595,,27777.017599319352,60889814870.323387,0.0064755513277368996
cmaes-ipop,12,111012,2794,4116480,838.06437047322595,,27176.645791041032,63916300725.950699,0.0061546663306585687
cmaes-ipop,12,111012,2806,4141056,838.06437047322595,,26980.026821446598,70945866426.811859,0.0060971032341456182
cmaes-ipop,12,111012,2818,4165632,838.06437047322595,,25579.95462283766,87909180450.417435,0.0057910831486322209
cmaes-ipop,12,111012,2831,4192256,838.06437047322595,,26280.873818982433,95103326990.255905,0.0058176102576633255
cmaes-ipop,12,111012,2843,4216832,838.06437047322595,,28427.679138,98668474015.280487,0.0061304906664396332
cmaes-ipop,12,111012,2856,4243456,838.06437047322595,,25417.741937812738,115790779889.81898,0.0053466766905566751
cmaes-ipop,12,111012,2868,4268032,838.06437047322595,,24701.105780101025,143245767056.28015,0.005327321118259616
cmaes-ipop,12,111012,2880,4292608,838.06437047322595,,23912.801736167359,155691580328.90735,0.005133971570460443
cmaes-ipop,12,111012,2893,4319232,838.06437047322595,,22764.612314927865,169257473474.46265,0.0048395419271515579
cmaes-ipop,12,111012,2905,4343808,838.06437047322595,,23679.343127325588,190465050759.716,0.0049956118980237097
cmaes-ipop,12,111012,2918,4370432,838.06437047322595,,24596.827100041282,220877653312.83536,0.0051325546419456226
cmaes-ipop,12,111012,2930,4395008,838.06437047322595,,25299.695493006271,247408700928.86465,0.005239784928102972
cmaes-ipop,12,111012,2943,4421632,838.06437047322595,,24549.080465448154,259497612985.11407,0.0051044481552440868
cmaes-ipop,12,111012,2955,4446208,838.06437047322595,,24948.226390198808,269212617119.53177,0.005171510915270237
cmaes-ipop,12,111012,2967,4470784,838.06437047322595,,26998.247567227401,296998076305.63916,0.0054152753219224624
cmaes-ipop,12,111012,2980,4497408,838.06437047322595,,27897.738186434039,287403868684.16901,0.0054205639069574629
cmaes-ipop,12,111012,2992,4521984,838.06437047322595,,29500.773204369772,281029522672.14868,0.0055603019982723304
cmaes-ipop,12,111012,3005,4548608,838.06437047322595,,30842.880252563147,287240154792.74982,0.005771316054319694
cmaes-ipop,12,111012,3017,4573184,838.06437047322595,,29079.847502462908,323642855268.62183,0.0055119567610381944
cmaes-ipop,12,111012,3029,4597760,838.06437047322595,,29477.828272531598,347903932089.90942,0.0054845600167416492
cmaes-ipop,12,111012,3042,4624384,838.06437047322595,,28201.124882671018,416790148779.0069,0.0052104750499467958
cmaes-ipop,12,111012,3054,4648960,838.06437047322595,,27854.108462111297,555255644208.42078,0.0053229426153636331
cmaes-ipop,12,111012,3067,4675584,838.06437047322595,,28302.480856955248,630657882134.04041,0.005562611231441624
cmaes-ipop,12,111012,3079,4700160,838.06437047322595,,26367.830553199463,670214013126.54553,0.0049954404086681534
cmaes-ipop,12,111012,3091,4724736,838.06437047322595,,25867.939620909045,682408326751.32837,0.0050433140435092189
cmaes-ipop,12,111012,3104,4751360,838.06437047322595,,27812.725199749977,745601587949.00635,0.0052527537310534675
cmaes-ipop,12,111012,3116,4775936,838.06437047322595,,28829.946136510956,785542161931.87573,0.0052449356876355996
cmaes-ipop,12,111012,3129,4802560,838.06437047322595,,30000.362607736544,899430050387.17493,0.0057282215306043854
cmaes-ipop,12,111012,3141,4827136,838.06437047322595,,30375.123306288162,803357429959.95544,0.0054046155978189139
cmaes-ipop,12,111012,3153,4851712,838.06437047322595,,29277.987557903089,977593282418.74597,0.0054261438099909784
cmaes-ipop,12,111012,3166,4878336,838.06437047322595,,28283.183190878623,1044795251152.4749,0.0052832859719939423
cmaes-ipop,12,111012,3178,4902912,838.06437047322595,,25933.375079549623,1108205116042.4558,0.004810239328722511
cmaes-ipop,12,111012,3190,4931584,838.06437047322595,,0.45183095005288226,2.1687819062077347,0.56762592528189149
cmaes-ipop,12,111012,3196,4956160,838.06437047322595,,0.75856379274837382,6.2530919545558472,1.162597157315868
cmaes-ipop,12,111012,3202,4980736,838.06437047322595,,0.78474218682564156,11.205987984914431,1.0725118899833745
cmaes-ipop,12,111012,3208,5005312,838.06437047322595,,0.82810340166861229,14.305398914771089,0.96306529831213861
cmaes-ipop,12,111012,3214,5029888,838.06437047322595,,0.92630722945968147,17.303665166131669,0.90886813304806513
cmaes-ipop,12,111012,3221,5058560,838.06437047322595,,0.98276618564940954,17.176650488931418,0.74941574275713996
cmaes-ipop,12,111012,3227,5083136,838.06437047322595,,0.9628058122892682,16.998324337650669,0.55929161804408989
cmaes-ipop,12,111012,3233,5107712,838.06437047322595,,1.0254159273764716,17.835974189123981,0.49429854351713565
cmaes-ipop,12,111012,3239,5132288,838.06437047322595,,1.0775582681772882,18.552494133456808,0.43668072272479214
cmaes-ipop,12,111012,3245,5156864,838.06437047322595,,1.152873856273235,18.321074039923364,0.38988369241484344
cmaes-ipop,12,111012,3252,5185536,838.06437047322595,,1.3197955699810744,40.210591554063349,0.39888631935424068
cmaes-ipop,12,111012,3258,5210112,838.06437047322595,,1.4868874235143648,81.307983143946927,0.40777413733217477
cmaes-ipop,12,111012,3264,5234688,838.06437047322595,,1.6574109251082738,130.8993967109098,0.38945848375339348
cmaes-ipop,12,111012,3270,5259264,838.06437047322595,,1.7471003142400297,225.00994005115703,0.36349127230713113
cmaes-ipop,12,111012,3276,5283840,838.06437047322595,,1.9172152693235442,374.53762414422749,0.36301039327987011
cmaes-ipop,12,111012,3283,5312512,838.06437047322595,,2.2621795624857906,669.29283934358295,0.34029442428409301
cmaes-ipop,12,111012,3289,5337088,838.06437047322595,,2.5787085711950803,1433.1470910588293,0.32933313395018687
cmaes-ipop,12,111012,3295,5361664,838.06437047322595,,3.2612027794050968,2005.9420831176865,0.34457016123362444
cmaes-ipop,12,111012,3301,5386240,838.06437047322595,,3.7056871161803095,2375.5719261666204,0.32813655145803117
cmaes-ipop,12,111012,3307,5410816,838.06437047322595,,4.155259312883187,2871.8867045510651,0.32612268141368661
cmaes-ipop,12,111012,3314,5439488,838.06437047322595,,4.4937046023428318,3638.5349994568073,0.3195648936244217
cmaes-ipop,12,111012,3320,5464064,838.06437047322595,,4.845026668112963,4999.0497544910531,0.33024465535650943
cmaes-ipop,12,111012,3326,5488640,838.06437047322595,,5.3576670101874635,6869.7960247769061,0.35166483790656344
cmaes-ipop,12,111012,3332,5513216,838.06437047322595,,5.9361017631891677,6789.650673645122,0.33915046791357784
cmaes-ipop,12,111012,3338,5537792,838.06437047322595,,6.7243910338135473,6020.4794201677887,0.32184961546186391
cmaes-ipop,12,111012,3345,5566464,838.06437047322595,,8.7158279192155206,4713.4882349340696,0.33232217380734935
cmaes-ipop,12,111012,3351,5591040,838.06437047322595,,10.497672281921394,3929.7592920947432,0.33824332966817239
cmaes-ipop,12,111012,3357,5615616,838.06437047322595,,12.339247540020709,3743.6090927897699,0.32964469757276527
cmaes-ipop,12,111012,3363,5640192,838.06437047322595,,15.013143828545585,3195.9911966421887,0.32452171722231732
cmaes-ipop,12,111012,3369,5664768,838.06437047322595,,18.291234234261619,3175.9687581698231,0.32002848476114049
cmaes-ipop,12,111012,3376,5693440,838.06437047322595,,23.778144027295205,3259.8207184768048,0.32204143271302743
cmaes-ipop,12,111012,3382,5718016,838.06437047322595,,27.214733928417743,3348.0370107896611,0.29738666721568829
