arm,block,seed,stage,restart,regime,population,iterations,evaluations,bestCost,termination
pol-none,1,130001,1,53,,0,170,10880,687.19416936238611,convergence
pol-none,1,130001,1,54,,0,151,9664,687.18540954589844,convergence
pol-none,1,130001,1,55,,0,141,9024,687.53073374430335,convergence
pol-none,1,130001,1,56,,0,136,8704,686.35196685791016,convergence
pol-none,1,130001,1,57,,0,134,8576,687.18775685628259,convergence
pol-none,1,130001,1,58,,0,154,9856,687.17286046346032,convergence
pol-none,1,130001,1,59,,0,126,8064,686.32145182291663,convergence
pol-none,1,130001,1,60,,0,138,8832,687.18178812662757,convergence
pol-none,1,130001,1,61,,0,163,10432,691.55072275797522,convergence
pol-none,1,130001,1,62,,0,174,11136,691.58154805501306,convergence
pol-none,1,130001,1,63,,0,159,10176,691.91914494832361,convergence
pol-none,1,130001,1,64,,0,142,9088,686.51488367716468,convergence
pol-none,1,130001,1,65,,0,165,10560,687.134287516276,convergence
pol-none,1,130001,1,66,,0,172,11008,682.07999674479163,convergence
pol-none,1,130001,1,67,,0,177,11328,691.58285776774085,convergence
pol-none,1,130001,1,68,,0,147,9408,687.2025477091471,convergence
pol-none,1,130001,1,69,,0,153,9792,687.1900965372721,convergence
pol-none,1,130001,1,70,,0,157,10048,687.1701329549154,convergence
pol-none,1,130001,1,71,,0,181,11584,691.55831019083655,convergence
pol-none,1,130001,1,72,,0,190,12160,687.19235738118493,convergence
pol-none,1,130001,1,73,,0,171,10944,691.55052312215173,convergence
pol-none,1,130001,1,74,,0,155,9920,682.07840601603186,convergence
pol-none,1,130001,1,75,,0,167,10688,691.55779647827148,convergence
pol-none,1,130001,1,76,,0,166,10624,687.11946996053064,convergence
pol-none,1,130001,1,77,,0,167,10688,685.47727584838867,convergence
pol-none,1,130001,2,0,,0,152,9728,662.68789672851562,convergence
pol-none,1,130001,2,1,,0,163,10432,668.64772288004554,convergence
pol-none,1,130001,2,2,,0,138,8832,661.91522216796875,convergence
pol-none,1,130001,2,3,,0,146,9344,662.73553721110022,convergence
pol-none,1,130001,2,4,,0,188,12032,667.04749933878577,convergence
pol-none,1,130001,2,5,,0,180,11520,662.78186798095703,convergence
pol-none,1,130001,2,6,,0,153,9792,662.78839492797852,convergence
pol-none,1,130001,2,7,,0,153,9792,661.91187922159827,convergence
pol-none,1,130001,2,8,,0,163,10432,662.7817166646322,convergence
pol-none,1,130001,2,9,,0,156,9984,662.80351511637366,convergence
pol-none,1,130001,2,10,,0,149,9536,668.48062769571936,convergence
pol-none,1,130001,2,11,,0,180,11520,668.64823913574219,convergence
pol-none,1,130001,2,12,,0,131,8384,661.91187922159827,convergence
pol-none,1,130001,2,13,,0,134,8576,662.76663080851233,convergence
pol-none,1,130001,2,14,,0,156,9984,662.68789672851562,convergence
pol-none,1,130001,2,15,,0,157,10048,662.72805786132812,convergence
pol-none,1,130001,2,16,,0,167,10688,667.04792277018225,convergence
pol-none,1,130001,2,17,,0,155,9920,662.75967534383142,convergence
pol-none,1,130001,2,18,,0,130,8320,661.91730244954431,convergence
pol-none,1,130001,2,19,,0,168,10752,662.76663080851233,convergence
pol-none,1,130001,2,20,,0,195,12480,667.29885991414392,convergence
pol-none,1,130001,2,21,,0,160,10240,668.73289235432946,convergence
pol-none,1,130001,2,22,,0,154,9856,662.78075663248694,convergence
pol-none,1,130001,2,23,,0,172,11008,657.67205683390296,convergence
pol-none,1,130001,2,24,,0,141,9024,662.74135716756189,convergence
pol-none,1,130001,2,25,,0,146,9344,662.78582890828454,convergence
pol-none,1,130001,2,26,,0,154,9856,662.75967534383142,convergence
pol-none,1,130001,2,27,,0,148,9472,668.12571716308594,convergence
pol-none,1,130001,2,28,,0,150,9600,662.78299585978186,convergence
pol-none,1,130001,2,29,,0,189,12096,667.76351547241211,convergence
pol-none,1,130001,2,30,,0,137,8768,661.9207433064779,convergence
pol-none,1,130001,2,31,,0,163,10432,657.68069966634118,convergence
pol-none,1,130001,2,32,,0,128,8192,662.75344721476233,convergence
pol-none,1,130001,2,33,,0,176,11264,667.05397160847986,convergence
pol-none,1,130001,2,34,,0,132,8448,660.11306126912439,convergence
pol-none,1,130001,2,35,,0,165,10560,662.74913787841797,convergence
pol-none,1,130001,2,36,,0,149,9536,662.74195098876953,convergence
pol-none,1,130001,2,37,,0,138,8832,662.78196716308594,convergence
pol-none,1,130001,2,38,,0,133,8512,662.78076807657874,convergence
pol-none,1,130001,2,39,,0,155,9920,662.78808085123694,convergence
pol-none,1,130001,2,40,,0,156,9984,662.77917989095056,convergence
pol-none,1,130001,2,41,,0,142,9088,662.74853388468421,convergence
pol-none,1,130001,2,42,,0,142,9088,657.67911275227868,convergence
pol-none,1,130001,2,43,,0,245,15680,658.50377146402991,convergence
pol-none,1,130001,2,44,,0,163,10432,668.64823913574219,convergence
pol-none,1,130001,2,45,,0,177,11328,657.67135492960608,convergence
pol-none,1,130001,2,46,,0,127,8128,662.75408681233728,convergence
pol-none,1,130001,2,47,,0,139,8896,662.77917989095056,convergence
pol-none,1,130001,2,48,,0,121,7744,661.91654586791992,convergence
pol-none,1,130001,2,49,,0,156,9984,662.76663080851233,convergence
pol-none,1,130001,2,50,,0,192,12288,667.04409662882483,convergence
pol-none,1,130001,2,51,,0,166,10624,661.91800435384118,convergence
pol-none,1,130001,2,52,,0,153,9792,662.76663080851233,convergence
pol-none,1,130001,2,53,,0,169,10816,657.6845817565918,convergence
pol-none,1,130001,2,54,,0,135,8640,662.55123774210608,convergence
pol-none,1,130001,2,55,,0,130,8320,662.75967534383142,convergence
pol-none,1,130001,2,56,,0,116,7424,662.77955881754554,convergence
pol-none,1,130001,2,57,,0,122,7808,662.72251637776696,convergence
pol-none,1,130001,2,58,,0,172,11008,667.76371129353845,convergence
pol-none,1,130001,2,59,,0,144,9216,661.91187922159827,convergence
pol-none,1,130001,2,60,,0,156,9984,662.75182215372718,convergence
pol-none,1,130001,2,61,,0,134,8576,661.91906865437829,convergence
pol-none,1,130001,2,62,,0,133,8512,662.78582890828454,convergence
pol-none,1,130001,2,63,,0,176,11264,662.77814102172852,convergence
pol-none,1,130001,2,64,,0,138,8832,662.79873148600257,convergence
pol-none,1,130001,2,65,,0,134,8576,662.68789672851562,convergence
